peak.id	chr	start	end	peak.score	n.samples	blacklist.encode	beyond.chr.end	reproducible	strand	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	refMean	non.refMean	refExp	non.refExp	sig.peaks.direction	padj.log	DYRK1Apeak
chr7:100136435:100136936	chr7	100136435	100136936	99.5789663245979	14	FALSE	FALSE	TRUE	*	Promoter	7	100136834	100153990	17157	1	3268	uc003uvg.1	0	ENSG00000106351	AGFG2	ArfGAP with FG repeats 2	774.559217160144	-0.392888764653175	0.402879125599302	-0.975202584816809	0.329459780229242	0.859839621924216	6.12300354934293	5.65430116456232	4	5	n.s.	0.0655825462083403	NA
chr6:30843712:30844213	chr6	30843712	30844213	8.77278745743923	6	FALSE	FALSE	TRUE	*	Distal Intergenic	6	30850694	30867933	17240	1	780	uc010jse.3	-6481	ENSG00000204580	DDR1	discoidin domain receptor tyrosine kinase 1	31.4938425012549	-0.904858622232644	0.934705685632401	-0.968067955658617	0.333010432248808	0.861489172634909	1.86999817299288	1.17424817923245	3	3	n.s.	0.0647501764799828	NA
chr21:38903667:38904168	chr21	38903667	38904168	7.29155407927031	10	FALSE	FALSE	TRUE	*	Distal Intergenic	21	38861087	38887679	26593	1	1859	uc011aei.2	42580	ENSG00000157540	DYRK1A	dual specificity tyrosine phosphorylation regulated kinase 1A	53.4281638142933	0.760418834058459	0.787839283325526	0.965195376966576	0.334446962073053	0.862013544597728	1.97530311205051	2.14026081093653	4	4	n.s.	0.0644859101638733	NA
chr4:57531927:57532428	chr4	57531927	57532428	5.42437215679087	14	FALSE	FALSE	TRUE	*	Intron	4	57514154	57522688	8535	2	84525	uc011cad.1	-9239	ENSG00000171476	HOPX	HOP homeobox	33.965145077552	0.522141098589577	0.542661378397597	0.962185848072304	0.33595625665153	0.862958373885498	1.6103855825983	1.94115403792533	4	5	n.s.	0.0640101526368577	NA
chr5:139721761:139722262	chr5	139721761	139722262	6.01651955686713	10	FALSE	FALSE	TRUE	*	Exon	5	139712428	139726188	13761	2	1839	uc003lfi.3	3926	ENSG00000113070	HBEGF	heparin binding EGF like growth factor	32.0196689169064	0.687897493132236	0.723427568700936	0.950886478334657	0.34166200659233	0.865693986167251	1.40305896458531	1.74202116053622	3	4	n.s.	0.0626355994440708	NA
chr7:39722603:39723104	chr7	39722603	39723104	6.01651955686713	8	FALSE	FALSE	TRUE	*	Intron	7	39773167	39834222	61056	1	349114	uc003thf.3	-50063	NA	LINC00265	long intergenic non-protein coding RNA 265	27.6745015144655	0.782208123591727	0.827579595571548	0.945175700050354	0.34456918314425	0.867493371094357	1.1780376956046	1.60149736523413	2	3	n.s.	0.0617338351631881	NA
chr15:38422005:38422506	chr15	38422005	38422506	7.57239635702668	14	FALSE	FALSE	TRUE	*	Distal Intergenic	15	38545052	38649450	104399	1	161742	uc001zka.4	-122546	ENSG00000166068	SPRED1	sprouty related EVH1 domain containing 1	50.6995759493491	-0.603575645769976	0.64066492234663	-0.942108151573519	0.34613727148982	0.868210273822585	2.39942837477625	1.88210663337017	4	4	n.s.	0.0613750793150369	NA
chr13:50265389:50265890	chr13	50265389	50265890	33.266739827209	14	FALSE	FALSE	TRUE	*	Promoter	13	50234810	50265623	30814	2	84650	uc001vdg.3	0	ENSG00000123179	EBPL	EBP like	258.456854855128	-0.301807177273254	0.321791307952755	-0.937897232816384	0.348297225406669	0.869598804045842	4.50488101485991	4.2961043837534	4	5	n.s.	0.0606810662040165	NA
chr8:81279057:81279558	chr8	81279057	81279558	10.2512519037343	14	FALSE	FALSE	TRUE	*	Distal Intergenic	8	81397854	81438500	40647	1	65986	uc003ybv.5	-118296	ENSG00000205189	ZBTB10	zinc finger and BTB domain containing 10	77.5945102261881	0.426668838480333	0.457561845209595	0.932483429174234	0.35108674652408	0.871390197532877	2.55439081993412	2.90036553516527	4	5	n.s.	0.059787329850489	NA
chr1:16835498:16835999	chr1	16835498	16835999	6.66103327603146	5	FALSE	FALSE	TRUE	*	Distal Intergenic	1	16793931	16819196	25266	2	114819	uc001ayt.2	-16302	ENSG00000080947	CROCCP3	CROCC pseudogene 3	8.01863290437818	-0.673067205545275	0.726682029186576	-0.92621969239928	0.354331820668404	0.872893257007144	0.832540112615139	0.556020329276165	1	1	n.s.	0.0590388613656033	NA
chr6:30781936:30782437	chr6	30781936	30782437	6.27666915016623	13	FALSE	FALSE	TRUE	*	3' UTR	6	30850694	30867933	17240	1	780	uc010jse.3	-68257	ENSG00000204580	DDR1	discoidin domain receptor tyrosine kinase 1	25.0125167688977	-0.548978972635364	0.593196961608601	-0.925458166789444	0.354727634344125	0.873296443016949	1.70616096591471	1.31388248878102	4	3	n.s.	0.0588383087425428	NA
chr6:108034384:108034885	chr6	108034384	108034885	8.82214760072571	12	FALSE	FALSE	TRUE	*	Intron	6	108023364	108053599	30236	2	256380	uc003pry.4	18714	ENSG00000146285	SCML4	Scm polycomb group protein like 4	48.9706910277651	-0.553387501869075	0.600099927270104	-0.922158921742371	0.356445686422254	0.873905142373939	2.47949419059835	1.85113999090078	4	4	n.s.	0.0585357050993406	NA
chr5:56247745:56248246	chr5	56247745	56248246	38.4748704368003	14	FALSE	FALSE	TRUE	*	Promoter	5	56215429	56247954	32526	2	166968	uc003jra.1	0	ENSG00000155545	MIER3	MIER family member 3	244.67611306291	-0.310396883943139	0.337921940165108	-0.918546110949411	0.35833302989318	0.874701315337345	4.46921703152264	4.1743758223652	4	5	n.s.	0.0581402204012056	NA
chr12:49457645:49458146	chr12	49457645	49458146	11.5641765120859	14	FALSE	FALSE	TRUE	*	Distal Intergenic	12	49458468	49463775	5308	2	121268	uc001rtc.1	5629	ENSG00000167550	RHEBL1	RHEB like 1	75.9734184427099	0.294849048874436	0.322121438088179	0.915335069358911	0.360015753917842	0.875299722682179	2.64545743980654	2.91639710967586	4	5	n.s.	0.0578432091283264	NA
chr15:69109677:69110178	chr15	69109677	69110178	28.3877096108656	13	FALSE	FALSE	TRUE	*	Intron	15	69070875	69113261	42387	2	8125	uc002arl.3	3083	ENSG00000140350	ANP32A	acidic nuclear phosphoprotein 32 family member A	224.455519645672	-0.274524261657121	0.300795271670879	-0.912661492756099	0.361420602178005	0.875634543280772	4.3204683022657	4.11621806441592	4	5	n.s.	0.0576771140978098	NA
chr7:150149191:150149692	chr7	150149191	150149692	6.69889561438183	3	FALSE	FALSE	TRUE	*	Intron	7	150147962	150176483	28522	1	155038	uc003whj.3	1229	ENSG00000171115	GIMAP8	GTPase, IMAP family member 8	27.5780192923161	0.606764845056594	0.665494920739672	0.911749776214968	0.361900454413288	0.875908861395422	1.37641802758273	1.63852055316199	4	4	n.s.	0.0575410799645595	NA
chr11:6423776:6424277	chr11	6423776	6424277	20.0540368265133	14	FALSE	FALSE	TRUE	*	Promoter	11	6422304	6423955	1652	2	322	uc010rad.2	0	ENSG00000166313	APBB1	amyloid beta precursor protein binding family B member 1	171.806851394392	-0.345776033558136	0.381062586193859	-0.907399587589606	0.364195527448285	0.877434519475492	3.95233042403034	3.68595085313598	4	5	n.s.	0.0567852838553669	NA
chr19:11784462:11784963	chr19	11784462	11784963	11.4800802447572	14	FALSE	FALSE	TRUE	*	Promoter	19	11784813	11797384	12572	1	401898	uc021upi.1	0	NA	ZNF833P	zinc finger protein 833, pseudogene	60.0457778957335	0.368188499697997	0.406229928069824	0.90635493413157	0.364748017786832	0.877913277429005	2.33225003911866	2.60076772732926	4	5	n.s.	0.0565483827205601	NA
chr2:75873657:75874158	chr2	75873657	75874158	25.0251721772827	14	FALSE	FALSE	TRUE	*	Promoter	2	75873909	75889334	15426	1	9801	uc002snl.3	0	ENSG00000115364	MRPL19	mitochondrial ribosomal protein L19	150.727660534676	0.339018867049156	0.374286417228625	0.905773897859813	0.365055539429259	0.878035495606903	3.46586205533528	3.77389808880162	4	5	n.s.	0.0564879268790798	NA
chr17:43394394:43394895	chr17	43394394	43394895	91.4571361105222	14	FALSE	FALSE	TRUE	*	Promoter	17	43340488	43394414	53927	2	9020	uc002iiw.1	0	ENSG00000006062	MAP3K14	mitogen-activated protein kinase kinase kinase 14	749.267406332316	-0.311917025222248	0.34780884271288	-0.89680590864028	0.369822494529254	0.880004937395652	6.04666485789451	5.7083079090527	4	5	n.s.	0.0555148911706595	NA
chr8:22961678:22962179	chr8	22961678	22962179	5.42437215679087	8	FALSE	FALSE	TRUE	*	Intron	8	22960327	22974950	14624	1	8794	uc011kzr.2	1351	ENSG00000173535	TNFRSF10C	TNF receptor superfamily member 10c	20.3883997453575	0.635244423554099	0.71129528113718	0.893081172334653	0.371813704781499	0.880767348316932	1.0195207851211	1.47538745154659	2	3	n.s.	0.0551387938417381	NA
chr2:27308347:27308848	chr2	27308347	27308848	10.6094409226012	7	FALSE	FALSE	TRUE	*	Promoter	2	27309611	27323619	14009	1	3795	uc002ril.2	-763	ENSG00000138030	KHK	ketohexokinase	53.2467930117371	0.78563403541243	0.886069119887055	0.8866509595917	0.375266848727582	0.882229346344695	1.67416162632542	2.13840135882821	2	3	n.s.	0.0544185000108085	NA
chr5:139726132:139726633	chr5	139726132	139726633	12.4993082277019	14	FALSE	FALSE	TRUE	*	Promoter	5	139712428	139726188	13761	2	1839	uc003lfi.3	0	ENSG00000113070	HBEGF	heparin binding EGF like growth factor	105.256792144318	-0.283499691394536	0.323019821191659	-0.877654164839393	0.380131425429737	0.884206373613298	3.33613740747102	3.09213130606709	4	5	n.s.	0.0534463588995988	NA
chr22:19467063:19467564	chr22	19467063	19467564	59.3785824357146	14	FALSE	FALSE	TRUE	*	Promoter	22	19467414	19495040	27627	1	8318	uc021wlg.1	0	ENSG00000093009	CDC45	cell division cycle 45	357.519157691142	-0.261151082428046	0.298096780022791	-0.876061399952323	0.380996655583604	0.884512122534211	4.9836978692169	4.73998114567629	4	5	n.s.	0.0532962105624698	NA
chr14:105531595:105532096	chr14	105531595	105532096	71.8344068240004	14	FALSE	FALSE	TRUE	*	Promoter	14	105515737	105531754	16018	2	29933	uc001yqd.3	0	ENSG00000183484	GPR132	G protein-coupled receptor 132	552.546383786042	-0.24802201262275	0.283631969077522	-0.874450131377683	0.381873166690949	0.884678595390543	5.58276088874806	5.36688170776602	4	5	n.s.	0.0532144802635567	NA
chr7:142447732:142448233	chr7	142447732	142448233	11.1938606752785	12	FALSE	FALSE	TRUE	*	5' UTR	7	142457319	142459859	2541	1	5644	uc011ksm.1	-9086	ENSG00000204983	PRSS1	serine protease 1	34.1562465777589	0.579190236820521	0.662645513165056	0.874057433897168	0.382086976815642	0.884764898663071	1.60022620892713	1.76972286639073	4	5	n.s.	0.0531721154915991	NA
chr8:81398249:81398750	chr8	81398249	81398750	20.2334285697279	13	FALSE	FALSE	TRUE	*	Promoter	8	81398448	81438500	40053	1	65986	uc003ybx.5	0	ENSG00000205189	ZBTB10	zinc finger and BTB domain containing 10	204.59012899473	-0.349942479600235	0.402654757039667	-0.869088154261545	0.384798915387778	0.885970987523025	4.15953124527157	3.91245816814428	4	5	n.s.	0.0525804995180923	NA
chr1:237827581:237828082	chr1	237827581	237828082	9.18600456581244	14	FALSE	FALSE	TRUE	*	Intron	1	237838031	237889608	51578	1	6262	uc010pxz.1	-9949	ENSG00000198626	RYR2	ryanodine receptor 2	63.9000769634417	-0.41790128173008	0.481229353321136	-0.868403556113096	0.38517344878743	0.886129945073695	2.73256296898382	2.33788457006819	4	5	n.s.	0.0525025870402779	NA
chr8:81446590:81447091	chr8	81446590	81447091	5.68069070719024	14	FALSE	FALSE	TRUE	*	Distal Intergenic	8	81398448	81438500	40053	1	65986	uc022awr.2	48142	ENSG00000205189	ZBTB10	zinc finger and BTB domain containing 10	35.9683184130561	0.489992658034689	0.564380279584426	0.868195923492381	0.385287085508093	0.88618370767221	1.69871029603435	1.92603940494168	4	5	n.s.	0.0524762386568088	NA
chrX:67904025:67904526	chrX	67904025	67904526	6.69889561438183	13	FALSE	FALSE	TRUE	*	Intron	23	67913482	67945684	32203	1	9754	uc004dxc.4	-8956	ENSG00000130052	STARD8	StAR related lipid transfer domain containing 8	44.3384721589735	0.391605723779044	0.455806596178825	0.85914887380306	0.390258386019361	0.887799827945144	1.95445962218303	2.23923076539982	4	5	n.s.	0.0516849434765474	NA
chr7:39772722:39773223	chr7	39772722	39773223	61.1990601733408	14	FALSE	FALSE	TRUE	*	Promoter	7	39773167	39834222	61056	1	349114	uc003thf.3	0	NA	LINC00265	long intergenic non-protein coding RNA 265	447.115995566374	-0.326188584526278	0.380493451251687	-0.857277788758873	0.391291380707603	0.888140563943327	5.30351507165373	4.95757772473264	4	5	n.s.	0.051518294003076	NA
chr14:105556756:105557257	chr14	105556756	105557257	18.899461148292	14	FALSE	FALSE	TRUE	*	Distal Intergenic	14	105521724	105531754	10031	2	29933	uc010axe.1	-25002	ENSG00000183484	GPR132	G protein-coupled receptor 132	108.945363733525	0.244347644380829	0.291017691301828	0.839631581460817	0.401114986197458	0.891660142918886	3.12296581695261	3.36546001371255	4	5	n.s.	0.049800645825623	NA
chr1:45987277:45987778	chr1	45987277	45987778	86.7302942076434	14	FALSE	FALSE	TRUE	*	Promoter	1	45976707	45987610	10904	2	5052	uc001coa.3	0	ENSG00000117450	PRDX1	peroxiredoxin 1	407.529012508668	0.358993158324428	0.430181117554527	0.83451630877063	0.403990101090035	0.892644432275567	4.83027226145203	5.03007121668251	4	5	n.s.	0.0493214995122572	NA
chr6:12974696:12975197	chr6	12974696	12975197	5.42437215679087	13	FALSE	FALSE	TRUE	*	Intron	6	12718542	12935069	216528	1	221692	uc003nai.3	256154	ENSG00000112137	PHACTR1	phosphatase and actin regulator 1	27.6281915430122	-0.57414103158939	0.698109782335113	-0.82242226955901	0.410836609207613	0.895456343018062	1.81407722354507	1.32089809589611	4	3	n.s.	0.0479555828451354	NA
chr5:138629128:138629629	chr5	138629128	138629629	30.632603403537	14	FALSE	FALSE	TRUE	*	Promoter	5	138629333	138667366	38034	1	9782	uc003ldx.3	0	ENSG00000015479	MATR3	matrin 3	188.051814647477	-0.362728174507378	0.444736621986369	-0.815602216177501	0.41472768153167	0.897176917734381	4.14287949813149	3.66736266298163	4	5	n.s.	0.0471219083275234	NA
chr6:12957888:12958389	chr6	12957888	12958389	16.8012478444961	14	FALSE	FALSE	TRUE	*	Intron	6	12718542	12935069	216528	1	221692	uc003nai.3	239346	ENSG00000112137	PHACTR1	phosphatase and actin regulator 1	130.257498161979	-0.253782529449236	0.313205715734998	-0.810274259694419	0.417782565840625	0.898271367047791	3.57980976264712	3.39858716372792	4	5	n.s.	0.0465924435020124	NA
chr19:10519459:10519960	chr19	10519459	10519960	34.6715415648361	14	FALSE	FALSE	TRUE	*	Distal Intergenic	19	10501809	10514271	12463	2	11140	uc002mof.1	-5188	ENSG00000105401	CDC37	cell division cycle 37, HSP90 cochaperone	231.02128082644	0.279765046440714	0.346667837822649	0.807011830684559	0.419659667129996	0.898734958862469	4.03860692862733	4.37401976533554	4	5	n.s.	0.0463683648568415	NA
chr4:57547288:57547789	chr4	57547288	57547789	5.56914762874598	14	FALSE	FALSE	TRUE	*	Promoter	4	57514154	57547872	33719	2	84525	uc003hca.2	83	ENSG00000171476	HOPX	HOP homeobox	48.8461568927999	-0.329740740704638	0.410706697093194	-0.802861855037676	0.422054585627976	0.899315392546483	2.34215966444547	2.16397571556541	4	5	n.s.	0.046087973204142	NA
chr15:40734041:40734542	chr15	40734041	40734542	9.86290618069496	14	FALSE	FALSE	TRUE	*	Intron	15	40733411	40760441	27031	1	22893	uc010bbp.1	630	ENSG00000140320	BAHD1	bromo adjacent homology domain containing 1	91.804473529636	0.251868322160275	0.314890062502502	0.799861132989148	0.423791258835843	0.899943554099889	2.90061300077357	3.13965334214007	4	5	n.s.	0.0457847293514655	NA
chr20:352339:352840	chr20	352339	352840	7.39457182435897	13	FALSE	FALSE	TRUE	*	Distal Intergenic	20	361308	378203	16896	1	57761	uc002wdm.3	-8468	ENSG00000101255	TRIB3	tribbles pseudokinase 3	42.6941101882732	0.458439252202301	0.576126123745061	0.795727243233223	0.426190588516148	0.900849445789041	1.82087482176251	2.14238029293593	4	5	n.s.	0.0453477843000224	NA
chr19:53978003:53978504	chr19	53978003	53978504	18.5337353648502	14	FALSE	FALSE	TRUE	*	Intron	19	53970989	53997546	26558	1	126017	uc002qbu.2	7014	ENSG00000198346	ZNF813	zinc finger protein 813	95.6280884025723	0.342775211536915	0.430803431225564	0.79566499867881	0.426226776008394	0.900849445789041	2.89656823513876	3.12436987313773	4	5	n.s.	0.0453477843000224	NA
chr14:71128089:71128590	chr14	71128089	71128590	6.82887793027503	13	FALSE	FALSE	TRUE	*	Intron	14	71108504	71142077	33574	1	23508	uc001xmi.2	19585	ENSG00000133985	TTC9	tetratricopeptide repeat domain 9	34.549296434817	0.604943134822452	0.761554990049665	0.794352532287919	0.426990229753061	0.900958347613553	1.43689780497284	1.82301635290076	2	5	n.s.	0.0452952865123166	NA
chr6:12605948:12606449	chr6	12605948	12606449	10.1332945067843	14	FALSE	FALSE	TRUE	*	Distal Intergenic	6	12717037	13253337	536301	1	221692	uc011dir.2	-110588	ENSG00000112137	PHACTR1	phosphatase and actin regulator 1	49.2024000007897	0.345434236829056	0.435254424412353	0.793637508212431	0.427406490062134	0.901125580330826	2.12148893233512	2.33328500522448	4	5	n.s.	0.045214681779776	NA
chr4:57522448:57522949	chr4	57522448	57522949	13.46194744443	13	FALSE	FALSE	TRUE	*	Promoter	4	57514154	57522470	8317	2	84525	uc031sei.1	0	ENSG00000171476	HOPX	HOP homeobox	84.414106358913	0.419683028113082	0.529158822017392	0.79311354294928	0.427711673084891	0.901233182950556	2.66835869228317	2.90279078489657	4	5	n.s.	0.0451628261503701	NA
chr1:16282562:16283063	chr1	16282562	16283063	6.68206497574335	12	FALSE	FALSE	TRUE	*	Intron	1	16268364	16302627	34264	2	7709	uc001axl.4	19564	ENSG00000116809	ZBTB17	zinc finger and BTB domain containing 17	28.3561998245185	-0.505555335338951	0.637777384625251	-0.792683070184447	0.427962496418222	0.90136744330354	1.65404335152294	1.48665472605544	3	4	n.s.	0.0450981323632961	NA
chr6:30796185:30796686	chr6	30796185	30796686	23.2199984358827	14	FALSE	FALSE	TRUE	*	Intron	6	30850694	30867933	17240	1	780	uc010jse.3	-54008	ENSG00000204580	DDR1	discoidin domain receptor tyrosine kinase 1	178.101951761076	-0.266616985797446	0.339748178325947	-0.784748831064106	0.432600846378522	0.903084840082308	4.01976371334136	3.76662006486581	4	5	n.s.	0.0442714480820513	NA
chr17:43388048:43388549	chr17	43388048	43388549	17.1098651771091	14	FALSE	FALSE	TRUE	*	Intron	17	43340488	43394414	53927	2	9020	uc002iiw.1	5865	ENSG00000006062	MAP3K14	mitogen-activated protein kinase kinase kinase 14	113.041570783235	-0.267590413859454	0.341776596598563	-0.782939547419494	0.433662612558152	0.903425293425966	3.42007379181223	3.17907180895093	4	5	n.s.	0.0441077545521849	NA
chr9:100696970:100697471	chr9	100696970	100697471	8.57909880711503	13	FALSE	FALSE	TRUE	*	Intron	9	100689073	100700675	11603	2	55363	uc004axy.4	3204	ENSG00000136929	HEMGN	hemogen	68.083211154183	-0.408523268170469	0.521846628353185	-0.782841635788017	0.433720114295393	0.903435864816852	2.82436215965158	2.35874659892434	4	4	n.s.	0.0441026727043551	NA
chr21:38710816:38711317	chr21	38710816	38711317	7.74710410080488	13	FALSE	FALSE	TRUE	*	Distal Intergenic	21	38739859	38845182	105324	1	1859	uc002ywg.1	-28542	ENSG00000157540	DYRK1A	dual specificity tyrosine phosphorylation regulated kinase 1A	41.4649133972378	-0.701834107245448	0.90155100786442	-0.778474097553218	0.436289571062519	0.904144381009798	1.89585273655474	1.43618708550241	2	2	n.s.	0.0437622123686057	NA
chrX:78622207:78622708	chrX	78622207	78622708	14.4647957503431	8	FALSE	FALSE	TRUE	*	Exon	23	78615881	78623049	7169	2	9452	uc004edh.3	341	ENSG00000078596	ITM2A	integral membrane protein 2A	125.828576715685	-0.257532568770156	0.336695097645998	-0.764883630830071	0.444340842087448	0.907024540165802	3.53473608261484	3.33532603501926	4	5	n.s.	0.0423809626483762	NA
chr8:81516290:81516791	chr8	81516290	81516791	9.75800595485836	14	FALSE	FALSE	TRUE	*	Distal Intergenic	8	81398448	81438500	40053	1	65986	uc022awr.2	117842	ENSG00000205189	ZBTB10	zinc finger and BTB domain containing 10	41.3469097756111	0.501422757866619	0.659781637978029	0.759982892829941	0.447264810663817	0.907717340268857	1.69760452657338	2.04867582690842	4	5	n.s.	0.0420493680787246	NA
chr2:27309178:27309679	chr2	27309178	27309679	53.5445373417165	14	FALSE	FALSE	TRUE	*	Promoter	2	27309611	27323619	14009	1	3795	uc002ril.2	0	ENSG00000138030	KHK	ketohexokinase	399.661643562935	-0.236926527853397	0.312054524156835	-0.759247213266874	0.447704687940362	0.907892818285722	5.11904657403957	4.90089647807694	4	5	n.s.	0.0419654192923642	NA
chr6:13006808:13007309	chr6	13006808	13007309	7.00600533359388	12	FALSE	FALSE	TRUE	*	Intron	6	12718542	12935069	216528	1	221692	uc003nai.3	288266	ENSG00000112137	PHACTR1	phosphatase and actin regulator 1	30.6826175698673	-0.611700174587556	0.807236947174723	-0.757770288796204	0.44858851197793	0.908216928559975	1.74096044215166	1.39131037989686	3	3	n.s.	0.0418104073990851	NA
chr11:27507401:27507902	chr11	27507401	27507902	5.17248149644858	14	FALSE	FALSE	TRUE	*	Distal Intergenic	11	27387508	27494334	106827	2	55366	uc001mrk.4	-13067	ENSG00000205213	LGR4	leucine rich repeat containing G protein-coupled receptor 4	21.2001775601556	-0.372137398611279	0.494807410075155	-0.752085338727558	0.451999740205107	0.909301617690578	1.50673824660605	1.29935153638614	4	5	n.s.	0.0412920362816073	NA
chr12:95599340:95599841	chr12	95599340	95599841	7.74710410080488	13	FALSE	FALSE	TRUE	*	Intron	12	95470525	95611240	140716	2	55785	uc001tdp.4	11399	ENSG00000180263	FGD6	FYVE, RhoGEF and PH domain containing 6	29.2863046272958	0.46594341892575	0.62026658461677	0.751198646649057	0.452533114576616	0.909341467200868	1.46078046497228	1.71759939929938	3	4	n.s.	0.0412730040453516	NA
chr7:142428752:142429253	chr7	142428752	142429253	16.1703624107015	11	FALSE	FALSE	TRUE	*	5' UTR	7	142457319	142459859	2541	1	5644	uc011ksm.1	-28066	ENSG00000204983	PRSS1	serine protease 1	67.9899687984043	1.12929095239479	1.50835179076103	0.748692022187352	0.45404285320575	0.909967980746739	1.46127841627717	2.86018217579806	2	5	n.s.	0.0409738890301768	NA
chr8:81490249:81490750	chr8	81490249	81490750	6.41353786269794	12	FALSE	FALSE	TRUE	*	Distal Intergenic	8	81398448	81438500	40053	1	65986	uc022awr.2	91801	ENSG00000205189	ZBTB10	zinc finger and BTB domain containing 10	45.824240287901	-0.354821212735597	0.47398084089508	-0.748598217737118	0.454099406654588	0.909995731958466	2.22740375132252	2.06830900300208	4	5	n.s.	0.0409606445923499	NA
chr8:99986622:99987123	chr8	99986622	99987123	5.9236598616599	14	FALSE	FALSE	TRUE	*	Distal Intergenic	8	99956631	99964326	7696	1	116039	uc011lgx.2	29991	ENSG00000164920	OSR2	odd-skipped related transciption factor 2	44.8853615657908	-0.294109893264896	0.396776051605096	-0.741249105320546	0.458542414373444	0.911635407682837	2.28493425830161	2.05613138258531	4	5	n.s.	0.0401788152790218	NA
chr4:154265534:154266035	chr4	154265534	154266035	25.982735659238	14	FALSE	FALSE	TRUE	*	Promoter	4	154265801	154336247	70447	1	84057	uc003ink.2	0	ENSG00000121211	MND1	meiotic nuclear divisions 1	161.310984921559	-0.218671214696728	0.306197701712452	-0.714150411560177	0.475134176411094	0.916360820576044	3.87611854946226	3.6744747828169	4	5	n.s.	0.0379334875439385	NA
chr19:4338204:4338705	chr19	4338204	4338705	11.0429992352867	14	FALSE	FALSE	TRUE	*	Exon	19	4324040	4338941	14902	2	55620	uc002mab.3	236	ENSG00000178078	STAP2	signal transducing adaptor family member 2	74.9171695283738	0.284420910313059	0.401522402690128	0.70835626706627	0.478724043349845	0.9172887645817	2.60016953336474	2.85686489223617	4	5	n.s.	0.0374939259190385	NA
chr5:56279745:56280246	chr5	56279745	56280246	5.87826590242559	12	FALSE	FALSE	TRUE	*	Distal Intergenic	5	56242753	56267502	24750	2	166968	uc003jrg.3	-12243	ENSG00000155545	MIER3	MIER family member 3	26.1947541328695	-0.558899854822113	0.789648153436384	-0.707783399973644	0.479079776522828	0.917449028571481	1.56545308262976	1.319805426184	2	3	n.s.	0.0374180548416055	NA
chr7:142419470:142419971	chr7	142419470	142419971	10.2504903653748	12	FALSE	FALSE	TRUE	*	Intron	7	142457319	142459859	2541	1	5644	uc011ksm.1	-37348	ENSG00000204983	PRSS1	serine protease 1	40.6320942265424	0.483173750975141	0.695086745465813	0.695127268829362	0.486975547030288	0.919519666000405	1.64468383140876	2.06641411604932	3	4	n.s.	0.0364389779602987	NA
chr6:108141727:108142228	chr6	108141727	108142228	6.27666915016623	14	FALSE	FALSE	TRUE	*	Intron	6	108023364	108145521	122158	2	256380	uc003prz.4	3293	ENSG00000146285	SCML4	Scm polycomb group protein like 4	40.4600236245484	-0.371067146494934	0.535563671955346	-0.692853466218435	0.488401514927913	0.92021313631996	2.17277787326117	1.82154506336598	4	5	n.s.	0.0361115713423045	NA
chr4:154262840:154263341	chr4	154262840	154263341	7.66253897588887	14	FALSE	FALSE	TRUE	*	Distal Intergenic	4	154265801	154336247	70447	1	84057	uc003ink.2	-2460	ENSG00000121211	MND1	meiotic nuclear divisions 1	58.1620066590471	-0.241473451575549	0.349045655638097	-0.691810505803624	0.48905633816712	0.920382493486581	2.56170040313887	2.39914336465127	4	5	n.s.	0.0360316506014848	NA
chr8:81344653:81345154	chr8	81344653	81345154	7.34815982716963	11	FALSE	FALSE	TRUE	*	Distal Intergenic	8	81397854	81438500	40647	1	65986	uc003ybv.5	-52700	ENSG00000205189	ZBTB10	zinc finger and BTB domain containing 10	27.2361808258596	-0.458194289776401	0.666850753401946	-0.687101705200029	0.492018639751919	0.921392717980056	1.63692168571888	1.40197383098547	4	4	n.s.	0.0355552244184553	NA
chr2:89028876:89029377	chr2	89028876	89029377	7.29155407927031	13	FALSE	FALSE	TRUE	*	Intron	2	89065419	89106109	40691	1	645784	uc010fhg.4	-36042	ENSG00000230006	ANKRD36BP2	ankyrin repeat domain 36B pseudogene 2	29.7782285412548	0.504191511955087	0.736787176000168	0.684310922310314	0.493778851411886	0.921880891781921	1.46903141801232	1.71609015477358	3	4	n.s.	0.035325186737458	NA
chr19:6613741:6614242	chr19	6613741	6614242	19.7112903754172	12	FALSE	FALSE	TRUE	*	Distal Intergenic	19	6585850	6591163	5314	2	970	uc002mfi.3	-22578	ENSG00000125726	CD70	CD70 molecule	79.148147285146	-0.859242157615663	1.25978348767053	-0.682055421447454	0.495203907212921	0.922490107529089	2.97019830122072	1.97373759893881	4	3	n.s.	0.0350382823705982	NA
chr21:38728897:38729398	chr21	38728897	38729398	6.35596683037572	5	FALSE	FALSE	TRUE	*	Distal Intergenic	21	38739859	38845182	105324	1	1859	uc002ywg.1	-10461	ENSG00000157540	DYRK1A	dual specificity tyrosine phosphorylation regulated kinase 1A	20.5659305374331	0.535623175782184	0.789931456744625	0.678062851161205	0.497731843521121	0.923066382530897	1.13214075626034	1.23402689771839	2	2	n.s.	0.034767065463583	NA
